                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.75321,                0.58421,                0.89793,                0.85463,                0.83972,                0.88023,                0.69033,                0.86505,                0.95034,                 1.0326,               0.004984,               0.004984,               0.004984
                    155,                0.74631,                0.57589,                 0.8915,                0.88073,                0.82018,                0.88002,                0.68627,                 0.8646,                0.95339,                 1.0303,               0.004951,               0.004951,               0.004951
                    156,                0.75574,                 0.5844,                0.89501,                0.87408,                0.82936,                0.88348,                0.68684,                0.86606,                0.92131,                 1.0292,               0.004918,               0.004918,               0.004918
                    157,                0.74486,                0.57157,                0.89447,                0.85489,                0.83499,                0.88234,                0.69228,                0.88078,                0.95642,                  1.047,               0.004885,               0.004885,               0.004885
                    158,                0.74263,                0.57696,                0.89103,                0.85791,                0.83393,                0.88124,                 0.6929,                0.87811,                0.93337,                 1.0387,               0.004852,               0.004852,               0.004852
                    159,                0.74616,                 0.5744,                0.89153,                 0.8496,                0.84862,                 0.8847,                0.68954,                0.88237,                0.93532,                 1.0491,               0.004819,               0.004819,               0.004819
                    160,                0.74231,                0.57283,                0.89422,                0.87242,                 0.8246,                0.88131,                0.69285,                0.85795,                0.94958,                 1.0222,               0.004786,               0.004786,               0.004786
                    161,                0.74605,                 0.5716,                0.89107,                0.85908,                 0.8401,                0.88357,                0.69322,                 0.8697,                 0.9426,                 1.0323,               0.004753,               0.004753,               0.004753
                    162,                0.73373,                0.57203,                0.88669,                0.84081,                 0.8383,                0.87917,                0.69433,                0.86031,                0.93377,                 1.0283,                0.00472,                0.00472,                0.00472
                    163,                 0.7372,                0.56449,                0.89057,                0.87047,                0.82788,                0.88024,                0.69408,                0.85629,                0.91684,                 1.0193,               0.004687,               0.004687,               0.004687
                    164,                0.73651,                0.56707,                0.88812,                0.86427,                0.82434,                0.88023,                0.69161,                0.85364,                0.92534,                 1.0257,               0.004654,               0.004654,               0.004654
                    165,                0.73599,                0.56627,                 0.8915,                0.86518,                0.83755,                0.88113,                0.69201,                 0.8538,                0.93681,                 1.0272,               0.004621,               0.004621,               0.004621
                    166,                0.73619,                0.56418,                0.88756,                0.87717,                0.83005,                0.88396,                0.69269,                0.87695,                0.93489,                 1.0409,               0.004588,               0.004588,               0.004588
                    167,                0.74738,                0.56293,                0.88761,                0.87923,                0.81142,                0.88039,                0.69246,                0.86553,                0.94012,                 1.0312,               0.004555,               0.004555,               0.004555
                    168,                0.74431,                0.57175,                0.88965,                0.87854,                0.81931,                0.87715,                0.68687,                0.87542,                0.95062,                 1.0457,               0.004522,               0.004522,               0.004522
                    169,                0.73273,                0.56219,                0.88976,                0.85563,                0.83647,                 0.8854,                0.69418,                0.87715,                0.95506,                 1.0335,               0.004489,               0.004489,               0.004489
                    170,                0.73852,                 0.5581,                0.88708,                 0.8579,                 0.8399,                0.88319,                0.69736,                0.86696,                0.90611,                 1.0429,               0.004456,               0.004456,               0.004456
                    171,                0.73684,                0.56514,                0.88828,                0.86271,                0.84092,                0.88352,                0.69661,                0.86934,                0.95824,                 1.0415,               0.004423,               0.004423,               0.004423
                    172,                0.73266,                0.55829,                0.88844,                0.85577,                0.83876,                0.88224,                0.69841,                0.88105,                0.92509,                 1.0478,                0.00439,                0.00439,                0.00439
                    173,                0.73659,                0.56006,                0.88775,                0.85249,                0.84098,                0.88233,                 0.7011,                0.86436,                0.93172,                 1.0342,               0.004357,               0.004357,               0.004357
                    174,                0.72949,                0.55557,                0.88571,                0.87325,                0.82288,                0.87725,                0.69747,                0.85905,                0.95752,                 1.0237,               0.004324,               0.004324,               0.004324
                    175,                0.73506,                0.56071,                0.88716,                0.87852,                0.82153,                0.88062,                0.69842,                0.85743,                0.94067,                 1.0342,               0.004291,               0.004291,               0.004291
                    176,                0.72578,                0.54785,                0.88084,                0.87248,                0.82842,                0.88329,                0.69812,                0.85816,                0.91306,                 1.0403,               0.004258,               0.004258,               0.004258
                    177,                0.72774,                0.55309,                0.88742,                0.86908,                0.84526,                0.88306,                0.69999,                0.87151,                0.90747,                 1.0415,               0.004225,               0.004225,               0.004225
                    178,                0.72982,                0.55024,                0.88759,                0.87799,                0.83371,                0.88286,                0.69759,                0.86671,                0.92704,                 1.0416,               0.004192,               0.004192,               0.004192
                    179,                0.72555,                0.55246,                0.88322,                0.87777,                 0.8276,                0.88355,                0.69674,                0.87316,                0.94327,                 1.0493,               0.004159,               0.004159,               0.004159
                    180,                0.73235,                 0.5543,                0.88316,                0.88583,                0.82369,                0.88238,                0.69905,                0.85896,                0.95327,                 1.0293,               0.004126,               0.004126,               0.004126
                    181,                0.71994,                 0.5407,                0.88292,                 0.8643,                0.83803,                0.88236,                0.70043,                0.86405,                0.94896,                  1.037,               0.004093,               0.004093,               0.004093
                    182,                0.72201,                0.54643,                0.88642,                0.87754,                0.83521,                0.88843,                0.69832,                0.86462,                0.92342,                 1.0333,                0.00406,                0.00406,                0.00406
                    183,                0.72419,                0.54789,                 0.8819,                0.87567,                0.83624,                0.88688,                0.70313,                0.85847,                0.92431,                 1.0289,               0.004027,               0.004027,               0.004027
                    184,                0.72756,                 0.5518,                0.88256,                0.83534,                0.86054,                0.88385,                 0.6965,                0.87525,                0.93449,                 1.0455,               0.003994,               0.003994,               0.003994
                    185,                0.72651,                0.54953,                0.88064,                0.86271,                0.85201,                0.88749,                0.70018,                0.86346,                0.89458,                 1.0356,               0.003961,               0.003961,               0.003961
                    186,                0.72153,                0.53875,                0.87765,                0.87461,                 0.8235,                0.88372,                0.70203,                0.85612,                 0.9294,                 1.0315,               0.003928,               0.003928,               0.003928
                    187,                0.72689,                0.54523,                0.88353,                0.88127,                0.83986,                0.88736,                0.69981,                0.84384,                0.92386,                 1.0228,               0.003895,               0.003895,               0.003895
                    188,                0.72306,                0.54576,                0.88432,                0.85988,                0.85305,                0.88705,                0.70154,                0.85186,                0.92938,                 1.0309,               0.003862,               0.003862,               0.003862
                    189,                0.71889,                0.54027,                0.88181,                0.85177,                0.84503,                0.88592,                0.70193,                0.87146,                0.92373,                 1.0405,               0.003829,               0.003829,               0.003829
                    190,                0.71407,                0.53639,                0.87993,                0.85729,                 0.8534,                0.88675,                0.70342,                0.86808,                0.94387,                 1.0379,               0.003796,               0.003796,               0.003796
                    191,                0.71006,                0.53705,                0.88151,                 0.8636,                0.84345,                0.88629,                 0.7044,                0.86416,                0.93831,                 1.0367,               0.003763,               0.003763,               0.003763
                    192,                0.71633,                0.53442,                0.88196,                0.86782,                0.84261,                0.88645,                0.70343,                0.86691,                 0.9462,                 1.0398,                0.00373,                0.00373,                0.00373
                    193,                0.71196,                0.53201,                0.88181,                0.89119,                0.82761,                0.88997,                0.70655,                0.86693,                0.92719,                 1.0432,               0.003697,               0.003697,               0.003697
                    194,                0.71341,                0.53486,                0.88424,                0.86141,                0.84702,                 0.8845,                0.70223,                 0.8608,                0.93611,                 1.0387,               0.003664,               0.003664,               0.003664
                    195,                0.72272,                0.54017,                0.88337,                0.86903,                0.84128,                0.88825,                0.70816,                0.86308,                0.93521,                 1.0362,               0.003631,               0.003631,               0.003631
                    196,                0.71079,                0.53242,                0.88094,                0.88063,                 0.8425,                0.89041,                0.70685,                 0.8554,                0.92551,                  1.035,               0.003598,               0.003598,               0.003598
                    197,                0.71056,                0.52417,                0.87809,                0.87659,                0.83904,                0.88678,                0.70214,                0.87143,                0.92833,                 1.0507,               0.003565,               0.003565,               0.003565
                    198,                0.71603,                0.52877,                 0.8813,                0.86798,                0.83828,                0.88394,                0.70437,                0.87641,                 0.9343,                 1.0594,               0.003532,               0.003532,               0.003532
                    199,                0.71017,                0.53042,                0.87937,                0.86401,                0.85202,                0.88326,                0.70394,                0.86166,                0.94157,                 1.0364,               0.003499,               0.003499,               0.003499
                    200,                0.71362,                0.53284,                0.88138,                0.87287,                0.84756,                0.88385,                0.69971,                0.86309,                0.95535,                 1.0377,               0.003466,               0.003466,               0.003466
                    201,                0.71293,                0.52748,                0.87775,                0.87544,                0.83819,                0.88733,                0.70027,                 0.8607,                  0.942,                 1.0355,               0.003433,               0.003433,               0.003433
                    202,                0.70884,                0.52622,                 0.8797,                0.87453,                0.83605,                0.88549,                 0.7056,                0.85791,                0.92177,                 1.0359,                 0.0034,                 0.0034,                 0.0034
                    203,                0.71431,                0.53082,                0.87957,                0.87796,                0.83348,                0.88294,                0.70428,                0.85709,                0.94114,                 1.0406,               0.003367,               0.003367,               0.003367
                    204,                 0.7109,                0.52725,                0.88178,                0.87461,                0.84051,                0.88551,                0.70625,                0.85661,                0.90877,                 1.0421,               0.003334,               0.003334,               0.003334
                    205,                0.70349,                0.52019,                0.87725,                0.88164,                0.83631,                0.88342,                0.70547,                0.84882,                0.90147,                 1.0312,               0.003301,               0.003301,               0.003301
                    206,                0.70293,                0.52271,                0.87961,                0.86901,                 0.8433,                0.88626,                0.70582,                0.84148,                0.91236,                 1.0208,               0.003268,               0.003268,               0.003268
                    207,                0.70699,                0.52607,                 0.8785,                0.88323,                0.83116,                0.88597,                0.70758,                 0.8544,                0.93446,                 1.0338,               0.003235,               0.003235,               0.003235
                    208,                0.70486,                0.51974,                0.87692,                0.84976,                0.85287,                0.88614,                0.70701,                0.84105,                0.90794,                 1.0201,               0.003202,               0.003202,               0.003202
                    209,                0.70334,                0.51382,                0.87598,                0.87457,                0.83037,                0.88719,                0.70773,                0.84307,                0.92361,                 1.0221,               0.003169,               0.003169,               0.003169
                    210,                0.70436,                 0.5186,                0.87956,                0.86012,                0.84821,                0.88742,                0.70444,                0.85213,                0.92947,                 1.0366,               0.003136,               0.003136,               0.003136
                    211,                0.69533,                0.51672,                0.87534,                0.86455,                0.84139,                0.88507,                0.70526,                0.84769,                0.94329,                 1.0355,               0.003103,               0.003103,               0.003103
                    212,                 0.7021,                0.51391,                0.87562,                0.87505,                0.84136,                0.88562,                0.70786,                0.84912,                0.94548,                 1.0366,                0.00307,                0.00307,                0.00307
                    213,                0.69405,                0.51777,                0.87669,                0.85104,                0.85856,                 0.8867,                0.70283,                0.84887,                0.93294,                 1.0375,               0.003037,               0.003037,               0.003037
                    214,                0.69896,                0.51306,                 0.8799,                0.86467,                0.84647,                 0.8854,                0.69804,                0.84032,                0.92663,                  1.031,               0.003004,               0.003004,               0.003004
                    215,                0.69861,                0.51438,                0.87762,                0.88346,                 0.8302,                0.88742,                0.70191,                0.84785,                0.93134,                 1.0306,               0.002971,               0.002971,               0.002971
                    216,                0.69982,                0.51913,                0.87956,                0.86127,                0.84913,                0.88885,                0.70676,                0.85239,                0.91601,                  1.035,               0.002938,               0.002938,               0.002938
                    217,                0.69504,                0.51566,                0.87897,                0.88687,                0.83743,                0.88878,                0.70781,                0.84564,                0.93257,                 1.0225,               0.002905,               0.002905,               0.002905
                    218,                0.69973,                0.51575,                0.87465,                0.89061,                0.83029,                0.88613,                0.70778,                0.84725,                0.92363,                 1.0222,               0.002872,               0.002872,               0.002872
                    219,                0.69842,                0.51404,                0.87569,                0.86099,                0.85099,                0.88696,                0.70997,                0.84713,                0.94917,                 1.0265,               0.002839,               0.002839,               0.002839
                    220,                0.69536,                0.51371,                0.87547,                 0.8861,                0.83285,                0.88773,                0.70903,                 0.8439,                0.96071,                 1.0299,               0.002806,               0.002806,               0.002806
                    221,                0.69286,                 0.5082,                0.87554,                0.86241,                 0.8392,                0.88801,                0.70891,                0.84778,                 0.9392,                 1.0353,               0.002773,               0.002773,               0.002773
                    222,                0.69518,                0.50946,                0.87501,                0.86562,                 0.8377,                 0.8823,                0.70718,                0.85033,                0.94139,                 1.0343,                0.00274,                0.00274,                0.00274
                    223,                0.68802,                0.50452,                0.87222,                0.87467,                0.84297,                0.88665,                0.70729,                0.84998,                0.92802,                 1.0372,               0.002707,               0.002707,               0.002707
                    224,                 0.6912,                0.50215,                0.87501,                0.88473,                0.83439,                0.88754,                0.71209,                0.84116,                0.92093,                 1.0353,               0.002674,               0.002674,               0.002674
                    225,                 0.6925,                0.50682,                0.87472,                0.89055,                0.82794,                0.88827,                0.71121,                 0.8475,                0.92923,                 1.0425,               0.002641,               0.002641,               0.002641
                    226,                0.69265,                0.50367,                0.87422,                 0.8853,                0.82485,                0.88506,                0.70829,                0.85062,                0.92657,                  1.044,               0.002608,               0.002608,               0.002608
                    227,                0.69733,                0.50681,                0.87537,                 0.8525,                0.85153,                0.88514,                0.71071,                 0.8462,                0.92653,                 1.0392,               0.002575,               0.002575,               0.002575
                    228,                0.68804,                0.50583,                0.87449,                0.88607,                0.82918,                0.89099,                 0.7124,                0.84675,                0.91838,                 1.0349,               0.002542,               0.002542,               0.002542
                    229,                0.68827,                0.50355,                0.87569,                0.87815,                0.83188,                0.88803,                0.70956,                0.84896,                0.93384,                 1.0317,               0.002509,               0.002509,               0.002509
                    230,                 0.6885,                0.50586,                0.87534,                0.87672,                0.84138,                0.88852,                0.71297,                0.84552,                0.92547,                 1.0316,               0.002476,               0.002476,               0.002476
                    231,                0.68744,                0.50285,                0.87372,                  0.883,                0.83359,                0.88993,                0.71362,                0.84359,                0.91266,                 1.0318,               0.002443,               0.002443,               0.002443
                    232,                0.69282,                0.50621,                0.87525,                0.87432,                0.83901,                0.89015,                0.71346,                0.84464,                0.92487,                 1.0321,                0.00241,                0.00241,                0.00241
                    233,                0.68447,                0.50176,                0.87171,                0.86476,                0.84796,                0.89004,                0.71382,                0.84236,                0.92427,                 1.0328,               0.002377,               0.002377,               0.002377
                    234,                0.68778,                0.50322,                0.87234,                0.87399,                0.84993,                0.89163,                 0.7145,                0.83816,                0.90441,                 1.0244,               0.002344,               0.002344,               0.002344
                    235,                0.68836,                0.49625,                0.87065,                  0.883,                0.84551,                0.89132,                0.71384,                0.84594,                0.91835,                 1.0296,               0.002311,               0.002311,               0.002311
                    236,                0.68414,                 0.4996,                0.87225,                0.86279,                0.85725,                0.89007,                0.71417,                 0.8499,                0.91586,                 1.0362,               0.002278,               0.002278,               0.002278
                    237,                0.68225,                0.49529,                 0.8741,                 0.8688,                0.84201,                0.88837,                 0.7162,                0.84685,                0.91998,                 1.0352,               0.002245,               0.002245,               0.002245
                    238,                 0.6816,                0.48896,                0.87254,                0.87593,                0.84553,                 0.8869,                0.71683,                0.84102,                0.92883,                 1.0273,               0.002212,               0.002212,               0.002212
                    239,                0.68446,                0.49488,                0.87121,                0.87178,                0.84683,                0.89004,                0.71664,                0.84828,                 0.9243,                 1.0346,               0.002179,               0.002179,               0.002179
                    240,                0.68288,                0.49837,                0.87131,                0.88082,                0.83346,                0.88964,                0.71382,                0.85007,                0.91678,                 1.0419,               0.002146,               0.002146,               0.002146
                    241,                0.67874,                0.49287,                0.87118,                0.87849,                0.84363,                0.89037,                0.71235,                0.84964,                 0.9142,                   1.04,               0.002113,               0.002113,               0.002113
                    242,                0.67882,                0.49056,                0.87059,                0.88588,                 0.8416,                0.89113,                  0.713,                0.84521,                0.91135,                 1.0361,                0.00208,                0.00208,                0.00208
                    243,                0.68115,                0.49359,                 0.8719,                0.88422,                0.83908,                0.88768,                0.71361,                0.84073,                0.92666,                 1.0316,               0.002047,               0.002047,               0.002047
                    244,                0.68448,                0.49304,                 0.8742,                0.87767,                0.84333,                0.89064,                0.71653,                 0.8403,                0.91675,                 1.0326,               0.002014,               0.002014,               0.002014
                    245,                0.67889,                0.49094,                0.86965,                0.87763,                0.83754,                0.89049,                0.71628,                0.84322,                0.91024,                 1.0341,               0.001981,               0.001981,               0.001981
                    246,                0.67924,                 0.4868,                0.87057,                0.89322,                0.81853,                0.88869,                  0.714,                0.83706,                0.93122,                 1.0249,               0.001948,               0.001948,               0.001948
                    247,                0.67859,                0.48371,                 0.8697,                 0.8828,                0.84805,                0.89116,                0.71507,                0.84049,                0.91714,                 1.0286,               0.001915,               0.001915,               0.001915
                    248,                0.67751,                 0.4889,                 0.8707,                0.86935,                 0.8543,                 0.8899,                0.71387,                0.83901,                0.92012,                 1.0277,               0.001882,               0.001882,               0.001882
                    249,                0.67498,                0.48136,                0.86748,                0.86981,                0.85567,                0.88819,                0.71102,                0.83649,                0.92708,                 1.0238,               0.001849,               0.001849,               0.001849
                    250,                0.67741,                0.48668,                0.87037,                0.87136,                0.85358,                0.88844,                0.71263,                0.83891,                0.92511,                 1.0256,               0.001816,               0.001816,               0.001816
                    251,                0.67053,                0.48008,                0.86851,                0.87855,                 0.8463,                0.89014,                0.71634,                0.84029,                0.92739,                 1.0262,               0.001783,               0.001783,               0.001783
                    252,                0.67858,                0.48609,                0.87156,                0.88916,                0.83594,                0.89113,                0.71357,                0.84314,                0.93658,                 1.0272,                0.00175,                0.00175,                0.00175
                    253,                0.67036,                0.47888,                 0.8686,                0.90308,                0.83066,                0.89248,                0.71593,                 0.8412,                0.93877,                 1.0263,               0.001717,               0.001717,               0.001717
                    254,                0.67361,                0.48352,                 0.8704,                0.88257,                0.84166,                0.89081,                0.71395,                 0.8419,                0.93654,                  1.028,               0.001684,               0.001684,               0.001684
                    255,                0.66954,                0.47785,                0.86838,                0.89183,                0.83623,                0.88965,                0.71245,                0.84412,                0.92542,                 1.0315,               0.001651,               0.001651,               0.001651
                    256,                0.67418,                0.48269,                0.86766,                0.88317,                 0.8404,                   0.89,                0.71654,                 0.8341,                0.91169,                 1.0249,               0.001618,               0.001618,               0.001618
                    257,                0.67125,                0.47772,                0.86879,                0.89198,                0.84115,                0.89461,                0.71874,                0.83884,                0.90944,                 1.0257,               0.001585,               0.001585,               0.001585
                    258,                0.67226,                0.48219,                0.86813,                0.88261,                0.83891,                0.89071,                0.71572,                0.84233,                0.93103,                 1.0274,               0.001552,               0.001552,               0.001552
                    259,                0.67082,                0.47959,                0.86839,                0.88759,                0.83553,                0.89315,                0.71706,                0.83966,                0.92388,                 1.0239,               0.001519,               0.001519,               0.001519
                    260,                0.66939,                0.47633,                0.86815,                0.89196,                0.84095,                0.89277,                0.71517,                0.84386,                0.91136,                 1.0324,               0.001486,               0.001486,               0.001486
                    261,                0.66721,                0.47695,                0.86907,                0.89708,                 0.8314,                0.89243,                0.71574,                0.83751,                0.91173,                 1.0273,               0.001453,               0.001453,               0.001453
                    262,                0.66279,                0.47428,                  0.866,                0.88465,                0.84095,                0.89085,                 0.7154,                0.82665,                0.92644,                 1.0161,                0.00142,                0.00142,                0.00142
                    263,                0.66712,                0.47604,                0.86665,                0.88147,                0.84366,                0.89022,                0.71777,                0.82906,                0.93025,                 1.0208,               0.001387,               0.001387,               0.001387
                    264,                0.66751,                0.47567,                0.86728,                0.88392,                0.83528,                0.88992,                0.71565,                0.82761,                0.93105,                 1.0191,               0.001354,               0.001354,               0.001354
                    265,                0.66458,                  0.476,                0.86523,                0.88724,                0.84476,                0.89316,                0.71927,                0.83009,                0.91914,                 1.0246,               0.001321,               0.001321,               0.001321
                    266,                 0.6655,                0.47724,                0.86721,                0.87183,                0.85526,                0.89251,                0.71751,                0.83459,                0.92099,                 1.0281,               0.001288,               0.001288,               0.001288
                    267,                0.66954,                 0.4744,                0.86509,                0.86438,                0.86334,                0.89313,                  0.718,                0.82997,                0.92306,                 1.0247,               0.001255,               0.001255,               0.001255
                    268,                0.66406,                0.47206,                0.86719,                0.87749,                0.85129,                 0.8905,                0.71766,                0.83074,                0.92783,                 1.0266,               0.001222,               0.001222,               0.001222
                    269,                0.66389,                0.47112,                0.86667,                0.87809,                0.85234,                0.89127,                0.71932,                0.83206,                0.92032,                 1.0332,               0.001189,               0.001189,               0.001189
                    270,                0.66331,                0.47034,                0.86794,                 0.8699,                0.84926,                 0.8915,                0.71825,                0.83366,                0.92499,                 1.0343,               0.001156,               0.001156,               0.001156
                    271,                0.66387,                0.47443,                0.86885,                0.89415,                0.82921,                0.88967,                0.71644,                0.83527,                0.93248,                 1.0317,               0.001123,               0.001123,               0.001123
                    272,                0.65737,                 0.4646,                0.86448,                0.87715,                0.84955,                0.89289,                0.71807,                0.83682,                0.91904,                 1.0303,                0.00109,                0.00109,                0.00109
                    273,                 0.6604,                0.46606,                0.86479,                0.88137,                0.84648,                0.89262,                0.71886,                0.83325,                0.92158,                 1.0276,               0.001057,               0.001057,               0.001057
                    274,                0.65642,                0.46696,                0.86664,                0.89681,                0.83881,                0.89245,                0.71865,                0.83456,                0.93521,                   1.03,               0.001024,               0.001024,               0.001024
                    275,                 0.6654,                0.46727,                0.86739,                0.89395,                0.83549,                0.89254,                0.71806,                0.83314,                0.93767,                 1.0272,               0.000991,               0.000991,               0.000991
                    276,                0.65881,                0.46623,                0.86629,                0.88866,                0.84348,                0.89119,                0.71787,                0.83207,                0.94828,                 1.0272,               0.000958,               0.000958,               0.000958
                    277,                0.65671,                0.46319,                0.86357,                 0.8932,                0.83788,                0.89079,                0.71713,                0.83694,                0.92817,                 1.0373,               0.000925,               0.000925,               0.000925
                    278,                0.66173,                0.47139,                0.86643,                0.89909,                0.83711,                0.89291,                0.71933,                 0.8383,                 0.9209,                 1.0367,               0.000892,               0.000892,               0.000892
                    279,                0.65803,                0.46537,                0.86599,                0.89358,                 0.8398,                0.89374,                 0.7171,                0.84261,                0.92187,                 1.0381,               0.000859,               0.000859,               0.000859
                    280,                0.65226,                0.46545,                0.86566,                0.89242,                0.84402,                0.89365,                0.71817,                0.84174,                 0.9257,                 1.0374,               0.000826,               0.000826,               0.000826
                    281,                0.65825,                0.46671,                0.86489,                0.88855,                0.84304,                0.89324,                0.71924,                0.84207,                0.93295,                 1.0367,               0.000793,               0.000793,               0.000793
                    282,                0.65654,                0.46331,                0.86738,                 0.8951,                0.83756,                0.89384,                0.71776,                0.83846,                0.93179,                 1.0357,                0.00076,                0.00076,                0.00076
                    283,                0.65195,                0.46301,                0.86443,                0.87794,                0.85238,                0.89313,                0.71825,                0.83862,                0.93366,                 1.0349,               0.000727,               0.000727,               0.000727
                    284,                0.66028,                0.46515,                0.86776,                0.87455,                0.85103,                0.89231,                0.71932,                0.84168,                0.93777,                 1.0353,               0.000694,               0.000694,               0.000694
                    285,                0.65297,                 0.4585,                0.86328,                0.87966,                0.84756,                0.89192,                0.71881,                0.83812,                0.94621,                  1.029,               0.000661,               0.000661,               0.000661
                    286,                0.65287,                0.46259,                0.86564,                0.89377,                0.84163,                0.89414,                0.72037,                0.83967,                0.94188,                 1.0311,               0.000628,               0.000628,               0.000628
                    287,                 0.6514,                0.45584,                0.86229,                0.89232,                0.84176,                 0.8933,                0.71999,                0.83792,                0.94268,                 1.0281,               0.000595,               0.000595,               0.000595
                    288,                0.64797,                0.45508,                0.86275,                0.88868,                 0.8402,                0.89301,                0.71967,                0.84306,                0.94154,                 1.0333,               0.000562,               0.000562,               0.000562
                    289,                0.65032,                0.45829,                0.86043,                0.88886,                0.84126,                0.89286,                0.71941,                 0.8423,                0.93965,                 1.0343,               0.000529,               0.000529,               0.000529
                    290,                0.65215,                0.46129,                0.86355,                0.88309,                0.84861,                0.89233,                0.71925,                0.84197,                0.94048,                 1.0357,               0.000496,               0.000496,               0.000496
                    291,                0.62745,                0.41537,                0.85106,                 0.8818,                0.84769,                0.88863,                0.71177,                 0.8616,                0.95536,                 1.0496,               0.000463,               0.000463,               0.000463
                    292,                0.61708,                0.40428,                0.84875,                0.86135,                 0.8571,                0.88582,                0.70874,                 0.8674,                 0.9565,                 1.0569,                0.00043,                0.00043,                0.00043
                    293,                0.61115,                0.39542,                 0.8473,                0.89452,                  0.828,                0.88501,                0.70849,                0.86147,                0.95621,                 1.0542,               0.000397,               0.000397,               0.000397
                    294,                0.60961,                0.39213,                0.84451,                0.88225,                0.83939,                0.88565,                0.71041,                 0.8618,                0.95447,                 1.0541,               0.000364,               0.000364,               0.000364
                    295,                 0.6089,                0.39457,                0.84828,                 0.8869,                0.83572,                0.88585,                0.71185,                0.85942,                0.94815,                 1.0511,               0.000331,               0.000331,               0.000331
                    296,                0.61034,                0.39318,                0.84662,                 0.8821,                0.84013,                0.88662,                0.71199,                 0.8583,                0.94766,                 1.0499,               0.000298,               0.000298,               0.000298
                    297,                0.60309,                0.38665,                 0.8478,                0.88351,                 0.8412,                0.88759,                0.71291,                0.85414,                0.95599,                 1.0454,               0.000265,               0.000265,               0.000265
                    298,                0.60456,                0.38833,                0.84567,                0.88093,                0.83956,                0.88733,                0.71476,                0.85291,                0.95426,                 1.0464,               0.000232,               0.000232,               0.000232
                    299,                0.59788,                0.38593,                0.84474,                0.88088,                0.83759,                0.88817,                 0.7148,                 0.8517,                0.95328,                 1.0449,               0.000199,               0.000199,               0.000199
                    300,                 0.5953,                0.38236,                0.84287,                0.87646,                0.84222,                0.88795,                0.71448,                0.84905,                0.94896,                 1.0422,               0.000166,               0.000166,               0.000166
